"ENSEMBL" "SYMBOL" "GENENAME"
"9360" "ENSG00000162627" "SNX7" "sorting nexin 7"
"9361" "ENSG00000162630" "B3GALT2" "beta-1,3-galactosyltransferase 2"
"9362" "ENSG00000162636" "FAM102B" "family with sequence similarity 102 member B"
"9363" "ENSG00000162639" "HENMT1" "HEN methyltransferase 1"
"9364" "ENSG00000162641" "AKNAD1" "AKNA domain containing 1"
"9365" "ENSG00000162642" "C1orf52" "chromosome 1 open reading frame 52"
"9366" "ENSG00000162643" "WDR63" "WD repeat domain 63"
"9367" "ENSG00000162645" "GBP2" "guanylate binding protein 2"
"9368" "ENSG00000162650" "ATXN7L2" "ataxin 7 like 2"
"9369" "ENSG00000162654" "GBP4" "guanylate binding protein 4"
"9371" "ENSG00000162676" "GFI1" "growth factor independent 1 transcriptional repressor"
"9372" "ENSG00000162688" "AGL" "amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"9373" "ENSG00000162694" "EXTL2" "exostosin like glycosyltransferase 2"
"9375" "ENSG00000162702" "ZNF281" "zinc finger protein 281"
"9377" "ENSG00000162711" "NLRP3" "NLR family pyrin domain containing 3"
"9378" "ENSG00000162714" "ZNF496" "zinc finger protein 496"
"9379" "ENSG00000162722" "TRIM58" "tripartite motif containing 58"
"9380" "ENSG00000162729" "IGSF8" "immunoglobulin superfamily member 8"
"9381" "ENSG00000162733" "DDR2" "discoidin domain receptor tyrosine kinase 2"
"9385" "ENSG00000162738" "VANGL2" "VANGL planar cell polarity protein 2"
"9386" "ENSG00000162739" "SLAMF6" "SLAM family member 6"
"9387" "ENSG00000162745" "OLFML2B" "olfactomedin like 2B"
"9388" "ENSG00000162747" "FCGR3B" "Fc fragment of IgG receptor IIIb"
"9389" "ENSG00000162753" "SLC9C2" "solute carrier family 9 member C2 (putative)"
"9390" "ENSG00000162755" "KLHDC9" "kelch domain containing 9"
"9391" "ENSG00000162757" "C1orf74" "chromosome 1 open reading frame 74"
"9392" "ENSG00000162769" "FLVCR1" "feline leukemia virus subgroup C cellular receptor 1"
"9393" "ENSG00000162771" "FAM71A" "family with sequence similarity 71 member A"
"9394" "ENSG00000162772" "ATF3" "activating transcription factor 3"
"9397" "ENSG00000162779" "AXDND1" "axonemal dynein light chain domain containing 1"
"9398" "ENSG00000162783" "IER5" "immediate early response 5"
"9399" "ENSG00000162804" "SNED1" "sushi, nidogen and EGF like domains 1"
"9401" "ENSG00000162814" "SPATA17" "spermatogenesis associated 17"
"9402" "ENSG00000162817" "C1orf115" "chromosome 1 open reading frame 115"
"9404" "ENSG00000162825" "NBPF20" "NBPF member 20"
"9405" "ENSG00000162836" "ACP6" "acid phosphatase 6, lysophosphatidic"
"9406" "ENSG00000162849" "KIF26B" "kinesin family member 26B"
"9407" "ENSG00000162851" "TFB2M" "transcription factor B2, mitochondrial"
"9408" "ENSG00000162852" "CNST" "consortin, connexin sorting protein"
"9409" "ENSG00000162869" "PPP1R21" "protein phosphatase 1 regulatory subunit 21"
"9410" "ENSG00000162873" "KLHDC8A" "kelch domain containing 8A"
"9411" "ENSG00000162881" "OXER1" "oxoeicosanoid receptor 1"
"9412" "ENSG00000162882" "HAAO" "3-hydroxyanthranilate 3,4-dioxygenase"
"9413" "ENSG00000162885" "B3GALNT2" "beta-1,3-N-acetylgalactosaminyltransferase 2"
"9415" "ENSG00000162894" "FCMR" "Fc fragment of IgM receptor"
"9416" "ENSG00000162896" "PIGR" "polymeric immunoglobulin receptor"
"9418" "ENSG00000162910" "MRPL55" "mitochondrial ribosomal protein L55"
"9421" "ENSG00000162927" "PUS10" "pseudouridine synthase 10"
"9423" "ENSG00000162929" "KIAA1841" "KIAA1841"
"9424" "ENSG00000162931" "TRIM17" "tripartite motif containing 17"
"9425" "ENSG00000162944" "RFTN2" "raftlin family member 2"
"9426" "ENSG00000162946" "DISC1" "DISC1 scaffold protein"
"9427" "ENSG00000162949" "CAPN13" "calpain 13"
"9428" "ENSG00000162959" "MEMO1" "mediator of cell motility 1"
"9429" "ENSG00000162961" "DPY30" "dpy-30 histone methyltransferase complex regulatory subunit"
"9430" "ENSG00000162971" "TYW5" "tRNA-yW synthesizing protein 5"
"9431" "ENSG00000162972" "MAIP1" "matrix AAA peptidase interacting protein 1"
"9432" "ENSG00000162976" "SLC66A3" "solute carrier family 66 member 3"
"9434" "ENSG00000162981" "LRATD1" "LRAT domain containing 1"
"9435" "ENSG00000162989" "KCNJ3" "potassium inwardly rectifying channel subfamily J member 3"
"9436" "ENSG00000162994" "CLHC1" "clathrin heavy chain linker domain containing 1"
"9437" "ENSG00000162999" "DUSP19" "dual specificity phosphatase 19"
"9438" "ENSG00000163001" "CFAP36" "cilia and flagella associated protein 36"
"9439" "ENSG00000163002" "NUP35" "nucleoporin 35"
"9440" "ENSG00000163006" "CCDC138" "coiled-coil domain containing 138"
"9441" "ENSG00000163013" "FBXO41" "F-box protein 41"
"9442" "ENSG00000163017" "ACTG2" "actin gamma 2, smooth muscle"
"9443" "ENSG00000163026" "WDCP" "WD repeat and coiled coil containing"
"9445" "ENSG00000163032" "VSNL1" "visinin like 1"
"9446" "ENSG00000163040" "CCDC74A" "coiled-coil domain containing 74A"
"9448" "ENSG00000163046" "ANKRD30BL" "ankyrin repeat domain 30B like"
"9450" "ENSG00000163053" "SLC16A14" "solute carrier family 16 member 14"
"9451" "ENSG00000163060" "TEKT4" "tektin 4"
"9452" "ENSG00000163069" "SGCB" "sarcoglycan beta"
"9453" "ENSG00000163071" "SPATA18" "spermatogenesis associated 18"
"9454" "ENSG00000163072" "NOSTRIN" "nitric oxide synthase trafficking"
"9455" "ENSG00000163075" "CFAP221" "cilia and flagella associated protein 221"
"9457" "ENSG00000163083" "INHBB" "inhibin subunit beta B"
"9458" "ENSG00000163093" "BBS5" "Bardet-Biedl syndrome 5"
"9459" "ENSG00000163104" "SMARCAD1" "SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
"9460" "ENSG00000163106" "HPGDS" "hematopoietic prostaglandin D synthase"
"9462" "ENSG00000163116" "STPG2" "sperm tail PG-rich repeat containing 2"
"9463" "ENSG00000163121" "NEURL3" "neuralized E3 ubiquitin protein ligase 3"
"9465" "ENSG00000163126" "ANKRD23" "ankyrin repeat domain 23"
"9467" "ENSG00000163132" "MSX1" "msh homeobox 1"
"9468" "ENSG00000163138" "PACRGL" "parkin coregulated like"
"9469" "ENSG00000163141" "BNIPL" "BCL2 interacting protein like"
"9470" "ENSG00000163145" "C1QTNF7" "C1q and TNF related 7"
"9471" "ENSG00000163154" "TNFAIP8L2" "TNF alpha induced protein 8 like 2"
"9472" "ENSG00000163155" "LYSMD1" "LysM domain containing 1"
"9474" "ENSG00000163157" "TMOD4" "tropomodulin 4"
"9475" "ENSG00000163159" "VPS72" "vacuolar protein sorting 72 homolog"
"9477" "ENSG00000163162" "RNF149" "ring finger protein 149"
"9478" "ENSG00000163166" "IWS1" "interacts with SUPT6H, CTD assembly factor 1"
"9479" "ENSG00000163170" "BOLA3" "bolA family member 3"
"9480" "ENSG00000163171" "CDC42EP3" "CDC42 effector protein 3"
"9482" "ENSG00000163209" "SPRR3" "small proline rich protein 3"
"9484" "ENSG00000163216" "SPRR2D" "small proline rich protein 2D"
"9485" "ENSG00000163219" "ARHGAP25" "Rho GTPase activating protein 25"
"9486" "ENSG00000163220" "S100A9" "S100 calcium binding protein A9"
"9487" "ENSG00000163221" "S100A12" "S100 calcium binding protein A12"
"9488" "ENSG00000163235" "TGFA" "transforming growth factor alpha"
"9490" "ENSG00000163251" "FZD5" "frizzled class receptor 5"
"9492" "ENSG00000163263" "C1orf189" "chromosome 1 open reading frame 189"
"9493" "ENSG00000163281" "GNPDA2" "glucosamine-6-phosphate deaminase 2"
"9494" "ENSG00000163283" "ALPP" "alkaline phosphatase, placental"
"9495" "ENSG00000163291" "PAQR3" "progestin and adipoQ receptor family member 3"
"9496" "ENSG00000163293" "NIPAL1" "NIPA like domain containing 1"
"9497" "ENSG00000163297" "ANTXR2" "ANTXR cell adhesion molecule 2"
"9498" "ENSG00000163312" "HELQ" "helicase, POLQ like"
"9501" "ENSG00000163322" "ABRAXAS1" "abraxas 1, BRCA1 A complex subunit"
"9502" "ENSG00000163328" "GPR155" "G protein-coupled receptor 155"
"9503" "ENSG00000163331" "DAPL1" "death associated protein like 1"
"9504" "ENSG00000163344" "PMVK" "phosphomevalonate kinase"
"9506" "ENSG00000163347" "CLDN1" "claudin 1"
"9507" "ENSG00000163348" "PYGO2" "pygopus family PHD finger 2"
"9509" "ENSG00000163354" "DCST2" "DC-STAMP domain containing 2"
"9510" "ENSG00000163357" "DCST1" "DC-STAMP domain containing 1"
"9511" "ENSG00000163359" "COL6A3" "collagen type VI alpha 3 chain"
"9514" "ENSG00000163376" "KBTBD8" "kelch repeat and BTB domain containing 8"
"9515" "ENSG00000163378" "EOGT" "EGF domain specific O-linked N-acetylglucosamine transferase"
"9516" "ENSG00000163380" "LMOD3" "leiomodin 3"
"9517" "ENSG00000163382" "NAXE" "NAD(P)HX epimerase"
"9518" "ENSG00000163389" "POGLUT1" "protein O-glucosyltransferase 1"
"9519" "ENSG00000163393" "SLC22A15" "solute carrier family 22 member 15"
"9521" "ENSG00000163406" "SLC15A2" "solute carrier family 15 member 2"
"9522" "ENSG00000163412" "EIF4E3" "eukaryotic translation initiation factor 4E family member 3"
"9523" "ENSG00000163421" "PROK2" "prokineticin 2"
"9524" "ENSG00000163424" "TEX55" "testis expressed 55"
"9526" "ENSG00000163430" "FSTL1" "follistatin like 1"
"9527" "ENSG00000163431" "LMOD1" "leiomodin 1"
"9528" "ENSG00000163435" "ELF3" "E74 like ETS transcription factor 3"
"9530" "ENSG00000163449" "TMEM169" "transmembrane protein 169"
"9531" "ENSG00000163453" "IGFBP7" "insulin like growth factor binding protein 7"
"9532" "ENSG00000163462" "TRIM46" "tripartite motif containing 46"
"9533" "ENSG00000163463" "KRTCAP2" "keratinocyte associated protein 2"
"9534" "ENSG00000163464" "CXCR1" "C-X-C motif chemokine receptor 1"
"9537" "ENSG00000163472" "TMEM79" "transmembrane protein 79"
"9539" "ENSG00000163481" "RNF25" "ring finger protein 25"
"9540" "ENSG00000163482" "STK36" "serine/threonine kinase 36"
"9541" "ENSG00000163491" "NEK10" "NIMA related kinase 10"
"9542" "ENSG00000163492" "CCDC141" "coiled-coil domain containing 141"
"9543" "ENSG00000163507" "CIP2A" "cell proliferation regulating inhibitor of protein phosphatase 2A"
"9544" "ENSG00000163508" "EOMES" "eomesodermin"
"9548" "ENSG00000163516" "ANKZF1" "ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1"
"9549" "ENSG00000163517" "HDAC11" "histone deacetylase 11"
"9550" "ENSG00000163521" "GLB1L" "galactosidase beta 1 like"
"9551" "ENSG00000163527" "STT3B" "STT3 oligosaccharyltransferase complex catalytic subunit B"
"9552" "ENSG00000163528" "CHCHD4" "coiled-coil-helix-coiled-coil-helix domain containing 4"
"9553" "ENSG00000163531" "NFASC" "neurofascin"
"9554" "ENSG00000163534" "FCRL1" "Fc receptor like 1"
"9555" "ENSG00000163535" "SGO2" "shugoshin 2"
"9556" "ENSG00000163536" "SERPINI1" "serpin family I member 1"
"9558" "ENSG00000163541" "SUCLG1" "succinate-CoA ligase alpha subunit"
"9559" "ENSG00000163545" "NUAK2" "NUAK family kinase 2"
"9560" "ENSG00000163558" "PRKCI" "protein kinase C iota"
"9561" "ENSG00000163563" "MNDA" "myeloid cell nuclear differentiation antigen"
"9562" "ENSG00000163564" "PYHIN1" "pyrin and HIN domain family member 1"
"9564" "ENSG00000163568" "AIM2" "absent in melanoma 2"
"9565" "ENSG00000163576" "EFHB" "EF-hand domain family member B"
"9566" "ENSG00000163577" "EIF5A2" "eukaryotic translation initiation factor 5A2"
"9567" "ENSG00000163584" "RPL22L1" "ribosomal protein L22 like 1"
"9568" "ENSG00000163590" "PPM1L" "protein phosphatase, Mg2+/Mn2+ dependent 1L"
"9569" "ENSG00000163596" "ICA1L" "islet cell autoantigen 1 like"
"9570" "ENSG00000163599" "CTLA4" "cytotoxic T-lymphocyte associated protein 4"
"9571" "ENSG00000163600" "ICOS" "inducible T cell costimulator"
"9574" "ENSG00000163606" "CD200R1" "CD200 receptor 1"
"9575" "ENSG00000163607" "GTPBP8" "GTP binding protein 8 (putative)"
"9576" "ENSG00000163608" "NEPRO" "nucleolus and neural progenitor protein"
"9577" "ENSG00000163611" "SPICE1" "spindle and centriole associated protein 1"
"9578" "ENSG00000163617" "CCDC191" "coiled-coil domain containing 191"
"9579" "ENSG00000163618" "CADPS" "calcium dependent secretion activator"
"9580" "ENSG00000163624" "CDS1" "CDP-diacylglycerol synthase 1"
"9581" "ENSG00000163625" "WDFY3" "WD repeat and FYVE domain containing 3"
"9582" "ENSG00000163626" "COX18" "cytochrome c oxidase assembly factor COX18"
"9584" "ENSG00000163630" "SYNPR" "synaptoporin"
"9585" "ENSG00000163632" "C3orf49" "chromosome 3 open reading frame 49"
"9586" "ENSG00000163633" "C4orf36" "chromosome 4 open reading frame 36"
"9587" "ENSG00000163634" "THOC7" "THO complex 7"
"9590" "ENSG00000163637" "PRICKLE2" "prickle planar cell polarity protein 2"
"9591" "ENSG00000163638" "ADAMTS9" "ADAM metallopeptidase with thrombospondin type 1 motif 9"
"9593" "ENSG00000163645" "ERICH6" "glutamate rich 6"
"9594" "ENSG00000163655" "GMPS" "guanine monophosphate synthase"
"9596" "ENSG00000163660" "CCNL1" "cyclin L1"
"9597" "ENSG00000163661" "PTX3" "pentraxin 3"
"9598" "ENSG00000163666" "HESX1" "HESX homeobox 1"
"9602" "ENSG00000163684" "RPP14" "ribonuclease P/MRP subunit p14"
"9603" "ENSG00000163686" "ABHD6" "abhydrolase domain containing 6"
"9604" "ENSG00000163687" "DNASE1L3" "deoxyribonuclease 1 like 3"
"9605" "ENSG00000163689" "C3orf67" "chromosome 3 open reading frame 67"
"9607" "ENSG00000163697" "APBB2" "amyloid beta precursor protein binding family B member 2"
"9608" "ENSG00000163701" "IL17RE" "interleukin 17 receptor E"
"9609" "ENSG00000163702" "IL17RC" "interleukin 17 receptor C"
"9610" "ENSG00000163703" "CRELD1" "cysteine rich with EGF like domains 1"
"9611" "ENSG00000163704" "PRRT3" "proline rich transmembrane protein 3"
"9612" "ENSG00000163710" "PCOLCE2" "procollagen C-endopeptidase enhancer 2"
"9616" "ENSG00000163734" "CXCL3" "C-X-C motif chemokine ligand 3"
"9617" "ENSG00000163735" "CXCL5" "C-X-C motif chemokine ligand 5"
"9618" "ENSG00000163738" "MTHFD2L" "methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"9619" "ENSG00000163739" "CXCL1" "C-X-C motif chemokine ligand 1"
"9621" "ENSG00000163746" "PLSCR2" "phospholipid scramblase 2"
"9622" "ENSG00000163749" "CCDC158" "coiled-coil domain containing 158"
"9623" "ENSG00000163751" "CPA3" "carboxypeptidase A3"
"9624" "ENSG00000163754" "GYG1" "glycogenin 1"
"9627" "ENSG00000163785" "RYK" "receptor like tyrosine kinase"
"9629" "ENSG00000163792" "TCF23" "transcription factor 23"
"9631" "ENSG00000163798" "SLC4A1AP" "solute carrier family 4 member 1 adaptor protein"
"9632" "ENSG00000163803" "PLB1" "phospholipase B1"
"9633" "ENSG00000163806" "SPDYA" "speedy/RINGO cell cycle regulator family member A"
"9635" "ENSG00000163808" "KIF15" "kinesin family member 15"
"9636" "ENSG00000163810" "TGM4" "transglutaminase 4"
"9637" "ENSG00000163811" "WDR43" "WD repeat domain 43"
"9640" "ENSG00000163817" "SLC6A20" "solute carrier family 6 member 20"
"9641" "ENSG00000163818" "LZTFL1" "leucine zipper transcription factor like 1"
"9643" "ENSG00000163823" "CCR1" "C-C motif chemokine receptor 1"
"9644" "ENSG00000163827" "LRRC2" "leucine rich repeat containing 2"
"9646" "ENSG00000163833" "FBXO40" "F-box protein 40"
"9649" "ENSG00000163864" "NMNAT3" "nicotinamide nucleotide adenylyltransferase 3"
"9651" "ENSG00000163867" "ZMYM6" "zinc finger MYM-type containing 6"
"9652" "ENSG00000163870" "TPRA1" "transmembrane protein adipocyte associated 1"
"9653" "ENSG00000163872" "YEATS2" "YEATS domain containing 2"
"9654" "ENSG00000163874" "ZC3H12A" "zinc finger CCCH-type containing 12A"
"9655" "ENSG00000163875" "MEAF6" "MYST/Esa1 associated factor 6"
"9657" "ENSG00000163879" "DNALI1" "dynein axonemal light intermediate chain 1"
"9658" "ENSG00000163882" "POLR2H" "RNA polymerase II subunit H"
"9659" "ENSG00000163884" "KLF15" "Kruppel like factor 15"
"9660" "ENSG00000163885" "CFAP100" "cilia and flagella associated protein 100"
"9661" "ENSG00000163898" "LIPH" "lipase H"
"9665" "ENSG00000163913" "IFT122" "intraflagellar transport 122"
"9666" "ENSG00000163918" "RFC4" "replication factor C subunit 4"
"9667" "ENSG00000163923" "RPL39L" "ribosomal protein L39 like"
"9671" "ENSG00000163933" "RFT1" "RFT1 homolog"
"9672" "ENSG00000163935" "SFMBT1" "Scm like with four mbt domains 1"
"9675" "ENSG00000163945" "UVSSA" "UV stimulated scaffold protein A"
"9680" "ENSG00000163958" "ZDHHC19" "zinc finger DHHC-type containing 19"
"9681" "ENSG00000163959" "SLC51A" "solute carrier family 51 alpha subunit"
"9684" "ENSG00000163964" "PIGX" "phosphatidylinositol glycan anchor biosynthesis class X"
"9685" "ENSG00000163975" "MELTF" "melanotransferrin"
"9686" "ENSG00000163993" "S100P" "S100 calcium binding protein P"
"9687" "ENSG00000163995" "ABLIM2" "actin binding LIM protein family member 2"
"9688" "ENSG00000164002" "EXO5" "exonuclease 5"
"9689" "ENSG00000164007" "CLDN19" "claudin 19"
"9690" "ENSG00000164008" "C1orf50" "chromosome 1 open reading frame 50"
"9691" "ENSG00000164010" "ERMAP" "erythroblast membrane associated protein (Scianna blood group)"
"9692" "ENSG00000164011" "ZNF691" "zinc finger protein 691"
"9693" "ENSG00000164022" "AIMP1" "aminoacyl tRNA synthetase complex interacting multifunctional protein 1"
"9698" "ENSG00000164035" "EMCN" "endomucin"
"9699" "ENSG00000164037" "SLC9B1" "solute carrier family 9 member B1"
"9700" "ENSG00000164038" "SLC9B2" "solute carrier family 9 member B2"
"9701" "ENSG00000164039" "BDH2" "3-hydroxybutyrate dehydrogenase 2"
"9702" "ENSG00000164040" "PGRMC2" "progesterone receptor membrane component 2"
"9703" "ENSG00000164045" "CDC25A" "cell division cycle 25A"
"9704" "ENSG00000164048" "ZNF589" "zinc finger protein 589"
"9705" "ENSG00000164049" "FBXW12" "F-box and WD repeat domain containing 12"
"9706" "ENSG00000164050" "PLXNB1" "plexin B1"
"9707" "ENSG00000164051" "CCDC51" "coiled-coil domain containing 51"
"9708" "ENSG00000164053" "ATRIP" "ATR interacting protein"
"9710" "ENSG00000164056" "SPRY1" "sprouty RTK signaling antagonist 1"
"9711" "ENSG00000164061" "BSN" "bassoon presynaptic cytomatrix protein"
"9712" "ENSG00000164062" "APEH" "acylaminoacyl-peptide hydrolase"
"9713" "ENSG00000164066" "INTU" "inturned planar cell polarity protein"
"9714" "ENSG00000164068" "RNF123" "ring finger protein 123"
"9715" "ENSG00000164070" "HSPA4L" "heat shock protein family A (Hsp70) member 4 like"
"9716" "ENSG00000164073" "MFSD8" "major facilitator superfamily domain containing 8"
"9718" "ENSG00000164077" "MON1A" "MON1 homolog A, secretory trafficking associated"
"9719" "ENSG00000164078" "MST1R" "macrophage stimulating 1 receptor"
"9721" "ENSG00000164081" "TEX264" "testis expressed 264, ER-phagy receptor"
"9722" "ENSG00000164082" "GRM2" "glutamate metabotropic receptor 2"
"9723" "ENSG00000164086" "DUSP7" "dual specificity phosphatase 7"
"9724" "ENSG00000164087" "POC1A" "POC1 centriolar protein A"
"9725" "ENSG00000164088" "PPM1M" "protein phosphatase, Mg2+/Mn2+ dependent 1M"
"9728" "ENSG00000164099" "PRSS12" "serine protease 12"
"9729" "ENSG00000164100" "NDST3" "N-deacetylase and N-sulfotransferase 3"
"9732" "ENSG00000164106" "SCRG1" "stimulator of chondrogenesis 1"
"9733" "ENSG00000164109" "MAD2L1" "mitotic arrest deficient 2 like 1"
"9735" "ENSG00000164114" "MAP9" "microtubule associated protein 9"
"9736" "ENSG00000164116" "GUCY1A1" "guanylate cyclase 1 soluble subunit alpha 1"
"9737" "ENSG00000164117" "FBXO8" "F-box protein 8"
"9738" "ENSG00000164118" "CEP44" "centrosomal protein 44"
"9739" "ENSG00000164120" "HPGD" "15-hydroxyprostaglandin dehydrogenase"
"9740" "ENSG00000164124" "TMEM144" "transmembrane protein 144"
"9741" "ENSG00000164125" "GASK1B" "golgi associated kinase 1B"
"9743" "ENSG00000164136" "IL15" "interleukin 15"
"9744" "ENSG00000164142" "FAM160A1" "family with sequence similarity 160 member A1"
"9745" "ENSG00000164144" "ARFIP1" "ADP ribosylation factor interacting protein 1"
"9747" "ENSG00000164161" "HHIP" "hedgehog interacting protein"
"9748" "ENSG00000164162" "ANAPC10" "anaphase promoting complex subunit 10"
"9749" "ENSG00000164163" "ABCE1" "ATP binding cassette subfamily E member 1"
